Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation
Image3410,1,2.84,348.26,18.66,0.01,6.89,48.48,30.16,0.07,0.00,0.42,3.17,0.97
Image3411,1,1.86,234.74,15.32,0.01,8.45,72.05,21.57,0.08,0.01,0.40,2.93,0.94
Image3412,0,12.57,703.08,26.52,0.06,2.52,6.51,58.38,0.22,0.05,0.57,3.16,0.98
Image3413,0,7.79,485.96,22.04,0.08,3.21,10.45,62.96,0.25,0.06,0.58,3.36,0.98
Image3414,0,7.84,300.57,17.34,0.13,2.80,8.66,51.79,0.33,0.11,0.62,2.62,0.96
Image3415,0,9.89,350.69,18.73,0.12,2.36,6.07,47.15,0.31,0.10,0.60,2.74,0.96
Image3416,1,0.57,59.27,7.70,0.00,14.72,225.99,101.36,0.05,0.00,0.28,6.25,0.97
Image3417,1,1.29,119.98,10.95,0.01,9.70,100.68,163.09,0.06,0.00,0.35,5.99,0.96
Image3418,1,1.12,120.13,10.96,0.00,10.37,110.45,128.58,0.05,0.00,0.28,6.50,0.95
Image3419,1,2.04,221.97,14.90,0.00,7.91,64.75,87.01,0.04,0.00,0.28,5.63,0.97
Image3420,1,1.78,195.51,13.98,0.00,8.38,72.49,62.68,0.04,0.00,0.27,5.31,0.97
Image3421,0,1.63,90.43,9.51,0.18,6.25,40.12,120.32,0.39,0.15,0.60,4.25,0.93
Image3422,0,4.92,257.82,16.06,0.25,3.60,13.25,43.29,0.46,0.21,0.71,2.07,0.98
Image3423,1,0.32,44.86,6.70,0.01,22.21,517.05,501.02,0.07,0.00,0.14,13.76,0.84
Image3424,0,13.32,477.08,21.84,0.08,2.05,4.49,49.62,0.25,0.06,0.61,2.56,0.96
Image3425,0,12.89,459.55,21.44,0.07,2.09,4.65,57.55,0.23,0.05,0.62,2.72,0.95
Image3426,0,12.56,451.06,21.24,0.07,2.12,4.74,54.67,0.23,0.05,0.62,2.64,0.96
Image3427,0,12.15,445.25,21.10,0.08,2.13,4.79,45.48,0.24,0.06,0.65,2.19,0.96
Image3428,0,9.81,376.89,19.41,0.09,2.37,5.80,42.78,0.27,0.07,0.66,2.18,0.97
Image3429,0,6.66,277.24,16.65,0.11,2.86,8.33,59.66,0.29,0.08,0.64,2.62,0.95
Image3430,0,2.68,123.76,11.12,0.20,4.47,20.36,79.88,0.40,0.16,0.70,3.09,0.94
Image3431,0,7.35,555.85,23.58,0.17,3.62,13.47,81.65,0.37,0.14,0.62,3.14,0.98
Image3432,1,11.78,1096.08,33.11,0.00,3.58,14.58,106.93,0.04,0.00,0.35,4.81,0.95
Image3433,1,19.15,1199.30,34.63,0.01,2.31,5.53,115.90,0.09,0.01,0.46,4.28,0.93
Image3434,0,19.16,1179.76,34.35,0.07,2.19,5.01,121.97,0.23,0.05,0.57,3.56,0.96
Image3435,0,18.46,1181.99,34.38,0.07,2.25,5.26,133.28,0.23,0.05,0.58,3.55,0.96
Image3436,0,16.62,1128.44,33.59,0.08,2.40,5.92,139.14,0.24,0.06,0.60,3.48,0.96
Image3437,0,5.52,475.49,21.81,0.14,4.26,18.42,265.03,0.34,0.12,0.60,5.49,0.94
Image3438,0,10.59,661.93,25.73,0.18,2.88,8.68,74.56,0.38,0.15,0.61,3.27,0.98
Image3439,0,13.90,731.95,27.05,0.11,2.36,5.89,66.95,0.30,0.09,0.56,3.28,0.97
Image3440,1,5.50,612.73,24.75,0.00,5.15,28.50,56.28,0.04,0.00,0.31,4.76,0.98
Image3441,1,10.10,1387.69,37.25,0.01,4.27,19.14,136.46,0.08,0.01,0.35,6.13,0.98
Image3442,1,8.12,1133.53,33.67,0.00,4.69,22.96,109.28,0.03,0.00,0.30,6.26,0.97
Image3443,1,10.40,1453.20,38.12,0.01,4.21,18.54,139.90,0.09,0.01,0.36,6.11,0.98
Image3444,1,10.15,1483.62,38.52,0.01,4.30,19.21,109.55,0.08,0.01,0.34,5.84,0.98
Image3445,1,10.43,1528.90,39.10,0.02,4.26,18.87,181.74,0.11,0.01,0.36,6.35,0.98
Image3446,1,9.28,1363.18,36.92,0.02,4.52,21.32,153.79,0.11,0.01,0.37,5.84,0.98
Image3447,1,8.09,1251.02,35.37,0.01,4.86,24.51,190.94,0.09,0.01,0.37,6.44,0.98
Image3448,1,7.73,1172.71,34.24,0.02,4.96,25.64,185.97,0.13,0.02,0.39,6.36,0.98
Image3449,1,4.67,684.61,26.16,0.01,6.29,41.63,171.00,0.10,0.01,0.34,7.42,0.98
Image3450,1,2.59,359.69,18.97,0.01,8.07,68.73,322.79,0.08,0.01,0.30,9.21,0.94
Image3451,0,6.15,261.46,16.17,0.16,3.07,9.86,37.15,0.36,0.13,0.65,2.23,0.97
Image3452,0,9.12,329.10,18.14,0.09,2.43,6.25,35.74,0.26,0.07,0.58,2.53,0.97
Image3453,1,3.72,336.09,18.33,0.00,5.58,33.27,44.30,0.05,0.00,0.38,3.92,0.97
Image3454,1,4.87,418.98,20.47,0.00,5.07,28.37,61.45,0.05,0.00,0.39,4.40,0.97
Image3455,1,3.36,345.15,18.58,0.01,5.93,36.35,58.25,0.07,0.00,0.38,4.04,0.94
Image3456,1,3.64,358.51,18.93,0.00,5.71,33.77,51.15,0.04,0.00,0.35,4.22,0.97
Image3457,1,3.29,316.48,17.79,0.00,6.04,38.65,36.29,0.04,0.00,0.32,3.95,0.98
Image3458,0,4.75,176.36,13.28,0.09,3.20,10.55,53.77,0.26,0.07,0.59,2.70,0.94
Image3459,0,9.32,451.30,21.24,0.09,2.86,8.72,47.76,0.27,0.07,0.58,2.98,0.98
Image3460,0,6.05,279.89,16.73,0.08,3.13,9.95,41.90,0.25,0.06,0.66,2.54,0.97
Image3461,1,23.27,1675.15,40.93,0.03,2.45,6.67,197.46,0.14,0.02,0.44,5.92,0.96
Image3462,1,12.11,1114.94,33.39,0.01,3.30,11.51,158.40,0.06,0.00,0.36,5.93,0.94
Image3463,0,10.19,787.62,28.06,0.07,3.33,11.68,268.19,0.24,0.06,0.48,7.20,0.94
Image3464,0,3.72,295.95,17.20,0.11,5.45,31.32,186.74,0.30,0.09,0.52,5.83,0.95
Image3465,0,10.06,899.06,29.98,0.08,3.35,11.41,81.73,0.24,0.06,0.55,3.94,0.98
Image3466,1,7.94,745.03,27.30,0.02,3.99,16.66,117.73,0.11,0.01,0.37,5.43,0.97
Image3467,1,12.33,1089.81,33.01,0.02,3.28,11.34,154.66,0.11,0.01,0.36,6.31,0.96
Image3468,1,17.01,1320.59,36.34,0.01,2.77,8.15,154.40,0.07,0.00,0.33,6.63,0.95
Image3469,1,25.40,1675.57,40.93,0.04,2.17,5.16,178.77,0.18,0.03,0.45,5.68,0.96
Image3470,1,26.28,1692.20,41.14,0.05,2.12,4.96,191.81,0.18,0.03,0.46,5.77,0.96
Image3471,1,24.87,1713.03,41.39,0.04,2.22,5.42,222.38,0.17,0.03,0.48,5.79,0.96
Image3472,1,12.67,1126.72,33.57,0.00,3.27,11.23,150.88,0.03,0.00,0.36,6.07,0.95
Image3473,1,20.53,1386.21,37.23,0.05,2.35,5.95,188.95,0.18,0.03,0.49,5.00,0.95
Image3474,1,6.78,672.14,25.93,0.00,4.31,19.21,139.77,0.04,0.00,0.37,5.32,0.95
Image3475,1,2.59,279.44,16.72,0.00,7.21,55.84,122.43,0.05,0.00,0.32,5.87,0.96
Image3476,1,0.22,31.70,5.63,0.01,25.36,647.02,58.20,0.09,0.01,0.20,5.67,0.78
Image3477,0,7.29,427.91,20.69,0.20,3.29,11.27,65.43,0.41,0.17,0.63,3.21,0.97
Image3478,0,12.14,637.35,25.25,0.11,2.51,6.64,72.46,0.30,0.09,0.57,3.23,0.97
Image3479,0,13.67,691.27,26.29,0.14,2.37,6.13,82.42,0.33,0.11,0.59,3.55,0.97
Image3480,1,11.04,645.56,25.41,0.00,2.82,8.19,87.52,0.06,0.00,0.38,4.65,0.89
Image3481,1,16.45,961.91,31.01,0.01,2.68,8.27,104.55,0.09,0.01,0.41,4.90,0.96
Image3482,1,8.55,712.33,26.69,0.00,3.72,14.84,79.14,0.05,0.00,0.37,4.75,0.95
Image3483,0,4.91,325.51,18.04,0.11,4.02,16.46,114.09,0.29,0.09,0.58,3.94,0.96
Image3484,0,7.88,625.95,25.02,0.25,3.61,13.59,140.03,0.46,0.21,0.66,3.67,0.97
Image3485,1,7.76,734.40,27.10,0.00,4.04,17.10,176.52,0.04,0.00,0.34,6.71,0.95
Image3486,1,5.27,525.56,22.93,0.00,4.80,23.89,92.54,0.04,0.00,0.32,5.59,0.93
Image3487,0,5.84,519.84,22.80,0.14,4.34,19.38,284.64,0.33,0.11,0.54,6.55,0.94
Image3488,1,2.28,50.78,7.13,0.02,4.10,18.48,5.27,0.11,0.01,0.60,1.29,0.98
Image3489,1,2.17,49.36,7.03,0.01,4.10,18.33,5.64,0.10,0.01,0.59,1.36,0.97
Image3490,0,3.56,80.74,8.99,0.14,3.12,10.35,12.92,0.33,0.11,0.67,1.45,0.97
Image3491,0,5.83,128.88,11.35,0.10,2.44,6.40,14.02,0.28,0.08,0.64,1.64,0.97
Image3492,1,4.92,135.80,11.65,0.02,3.38,13.10,27.30,0.11,0.01,0.48,2.68,0.95
Image3493,1,7.71,213.83,14.62,0.02,2.93,9.98,26.92,0.13,0.02,0.52,2.50,0.96
Image3494,1,6.98,216.75,14.72,0.01,3.08,10.63,25.96,0.10,0.01,0.50,2.51,0.97
Image3495,1,6.92,254.93,15.97,0.02,3.19,11.15,28.23,0.10,0.01,0.50,2.63,0.97
Image3496,1,16.91,768.34,27.72,0.04,2.34,6.37,104.38,0.17,0.03,0.47,4.40,0.95
Image3497,1,7.22,473.67,21.76,0.01,3.67,14.58,149.63,0.06,0.00,0.37,6.03,0.93
Image3498,1,3.13,335.04,18.30,0.00,6.37,42.07,184.87,0.03,0.00,0.25,7.75,0.90
Image3499,1,5.55,457.12,21.38,0.00,4.62,23.02,135.47,0.04,0.00,0.32,5.96,0.95
Image3500,1,8.26,572.37,23.92,0.01,3.51,13.46,69.37,0.08,0.01,0.38,4.35,0.96
Image3501,1,4.35,348.13,18.66,0.00,4.93,26.35,50.91,0.05,0.00,0.32,4.38,0.95
Image3502,0,7.27,385.92,19.64,0.07,3.20,10.60,123.17,0.24,0.06,0.51,4.76,0.94
Image3503,0,2.78,162.40,12.74,0.12,5.23,28.40,103.77,0.30,0.09,0.56,4.22,0.95
Image3504,0,16.64,659.63,25.68,0.06,2.04,4.66,77.55,0.22,0.05,0.55,3.22,0.95
Image3505,0,14.94,598.20,24.46,0.06,2.13,4.97,69.00,0.22,0.05,0.53,3.15,0.96
Image3506,0,12.36,497.24,22.30,0.07,2.30,5.73,50.17,0.23,0.05,0.55,2.85,0.97
Image3507,0,10.67,431.28,20.77,0.08,2.45,6.43,54.34,0.25,0.06,0.54,2.98,0.96
Image3508,0,3.77,145.21,12.05,0.12,3.77,15.11,50.73,0.31,0.09,0.60,2.50,0.95
Image3509,0,0.31,10.22,3.20,0.35,10.95,124.79,64.44,0.56,0.31,0.73,2.58,0.88
Image3510,1,12.32,921.77,30.36,0.01,3.22,11.17,82.94,0.08,0.01,0.38,4.87,0.97
Image3511,1,19.54,1228.99,35.06,0.06,2.49,6.97,130.15,0.21,0.04,0.46,4.94,0.97
Image3512,1,6.37,588.40,24.26,0.00,4.30,19.33,82.43,0.04,0.00,0.34,4.91,0.95
Image3513,1,5.40,493.27,22.21,0.00,4.66,22.79,89.75,0.04,0.00,0.34,4.92,0.95
Image3514,0,6.87,437.95,20.93,0.21,3.52,12.96,69.89,0.42,0.18,0.63,3.14,0.98
Image3515,0,11.72,607.30,24.64,0.11,2.55,6.89,73.49,0.30,0.09,0.55,3.52,0.97
Image3516,0,12.77,642.60,25.35,0.13,2.42,6.26,68.63,0.32,0.10,0.58,3.39,0.97
Image3517,1,5.82,690.36,26.27,0.00,5.14,27.92,98.63,0.03,0.00,0.27,6.08,0.97
Image3518,1,5.72,796.34,28.22,0.00,5.45,30.75,81.67,0.03,0.00,0.30,5.59,0.98
Image3519,1,5.96,851.93,29.19,0.00,5.41,30.33,90.42,0.03,0.00,0.30,5.91,0.98
Image3520,1,6.64,899.03,29.98,0.00,5.14,27.78,85.20,0.03,0.00,0.28,5.89,0.98
Image3521,1,6.48,854.88,29.24,0.00,5.24,29.15,87.24,0.04,0.00,0.31,5.61,0.98
Image3522,1,5.21,700.91,26.47,0.00,5.84,36.31,113.50,0.04,0.00,0.30,6.00,0.98
Image3523,1,3.18,450.20,21.22,0.00,7.46,58.61,187.68,0.04,0.00,0.24,8.91,0.96
Image3524,1,0.90,73.04,8.55,0.01,9.85,99.35,139.27,0.10,0.01,0.36,5.06,0.90
Image3525,0,10.15,744.84,27.29,0.17,3.13,10.23,98.88,0.37,0.14,0.60,3.44,0.98
Image3526,0,15.38,965.49,31.07,0.10,2.48,6.57,77.23,0.28,0.08,0.55,3.41,0.98
Image3527,1,6.61,906.95,30.12,0.01,4.97,25.51,90.48,0.06,0.00,0.34,4.81,0.98
Image3528,1,5.55,763.34,27.63,0.00,5.34,29.24,81.42,0.04,0.00,0.34,4.52,0.95
Image3529,1,13.59,1198.99,34.63,0.01,3.17,10.84,93.53,0.06,0.00,0.42,3.94,0.96
Image3530,1,5.89,725.94,26.94,0.02,4.92,24.82,162.14,0.10,0.01,0.40,4.72,0.96
Image3531,1,14.13,1094.96,33.09,0.01,2.93,9.33,65.34,0.09,0.01,0.51,2.54,0.97
Image3532,1,3.85,479.01,21.89,0.03,6.08,38.22,156.42,0.15,0.02,0.43,4.54,0.97
Image3533,1,1.98,248.08,15.75,0.00,8.42,73.33,110.04,0.05,0.00,0.35,5.28,0.95
Image3534,0,3.93,244.23,15.63,0.12,4.23,17.99,145.74,0.31,0.10,0.64,3.49,0.93
Image3535,0,11.12,1032.23,32.13,0.24,3.27,11.18,147.28,0.45,0.20,0.64,3.84,0.98
Image3536,1,17.32,1540.60,39.25,0.01,2.80,8.33,140.97,0.08,0.01,0.37,5.31,0.95
Image3537,1,5.00,771.90,27.78,0.00,5.99,37.27,123.79,0.03,0.00,0.28,6.59,0.95
Image3538,1,6.53,747.43,27.34,0.00,4.63,22.29,129.73,0.03,0.00,0.29,6.30,0.91
Image3539,0,21.85,1485.61,38.54,0.05,2.19,5.04,173.57,0.20,0.04,0.49,4.88,0.96
Image3540,0,13.60,1088.66,32.99,0.08,2.80,8.01,192.05,0.24,0.06,0.52,5.05,0.96
Image3541,0,6.51,589.14,24.27,0.14,4.07,16.93,302.57,0.34,0.11,0.54,6.50,0.94
Image3542,0,11.23,502.81,22.42,0.11,2.54,7.25,102.02,0.30,0.09,0.56,3.51,0.95
Image3543,0,13.29,593.63,24.36,0.09,2.33,5.90,93.42,0.27,0.07,0.54,3.88,0.95
Image3544,1,6.75,886.75,29.78,0.00,4.94,25.57,135.28,0.04,0.00,0.30,6.13,0.97
Image3545,1,9.20,1180.82,34.36,0.02,4.23,18.68,277.66,0.11,0.01,0.38,6.21,0.95
Image3546,1,8.61,1187.86,34.47,0.03,4.44,20.41,404.27,0.15,0.02,0.40,7.29,0.95
Image3547,1,6.72,1024.30,32.00,0.03,5.19,27.78,457.65,0.14,0.02,0.39,8.11,0.95
Image3548,1,4.72,799.15,28.27,0.08,6.50,43.88,846.31,0.26,0.07,0.40,12.25,0.94
Image3549,1,0.94,179.23,13.39,0.02,14.91,229.45,1546.91,0.11,0.01,0.23,20.41,0.85
Image3550,0,11.93,562.91,23.73,0.12,2.53,6.96,60.63,0.31,0.09,0.54,3.56,0.97
Image3551,1,2.61,412.69,20.31,0.00,8.48,75.49,183.98,0.03,0.00,0.19,9.72,0.96
Image3552,1,2.93,467.22,21.62,0.00,8.13,69.55,202.19,0.03,0.00,0.22,9.34,0.96
Image3553,1,4.28,624.71,24.99,0.00,6.57,45.99,152.15,0.04,0.00,0.27,7.89,0.97
Image3554,1,4.67,697.66,26.41,0.00,6.20,40.25,188.54,0.06,0.00,0.27,7.89,0.96
Image3555,1,5.21,745.84,27.31,0.00,5.80,35.48,226.58,0.04,0.00,0.27,8.15,0.94
Image3556,1,4.30,645.31,25.40,0.00,6.49,44.22,158.87,0.03,0.00,0.27,7.80,0.96
Image3557,1,9.20,964.76,31.06,0.01,4.39,21.65,181.23,0.09,0.01,0.36,6.61,0.97
Image3558,1,1.61,235.78,15.36,0.00,10.20,108.78,462.25,0.05,0.00,0.19,12.86,0.89
Image3559,0,11.34,537.19,23.18,0.12,2.53,6.89,58.78,0.30,0.09,0.56,3.32,0.97
Image3560,0,12.98,563.85,23.75,0.12,2.30,5.84,60.77,0.30,0.09,0.56,3.32,0.97
Image3561,1,3.69,365.24,19.11,0.00,6.00,39.22,162.49,0.03,0.00,0.25,7.67,0.93
Image3562,1,7.61,775.84,27.85,0.00,4.61,23.21,92.17,0.03,0.00,0.33,5.63,0.98
Image3563,1,7.15,760.68,27.58,0.00,4.80,25.00,98.20,0.03,0.00,0.32,5.87,0.98
Image3564,1,6.99,710.72,26.66,0.00,4.78,25.00,97.51,0.04,0.00,0.35,5.69,0.98
Image3565,1,7.29,693.56,26.34,0.00,4.61,23.44,76.26,0.04,0.00,0.37,4.92,0.98
Image3566,1,6.11,580.68,24.10,0.00,4.97,27.32,83.63,0.04,0.00,0.37,5.15,0.98
Image3567,0,8.17,339.88,18.44,0.13,2.85,8.99,59.47,0.33,0.11,0.60,2.90,0.96
Image3568,1,1.60,190.52,13.80,0.00,9.18,86.76,80.28,0.04,0.00,0.23,6.19,0.96
Image3569,1,1.60,192.94,13.89,0.00,9.19,86.84,56.99,0.04,0.00,0.27,5.33,0.97
Image3570,0,1.88,116.83,10.81,0.16,6.03,36.84,186.98,0.36,0.13,0.59,5.09,0.91
Image3571,1,10.91,1164.43,34.12,0.02,3.87,16.25,148.98,0.12,0.01,0.35,6.59,0.97
Image3572,1,9.01,1208.44,34.76,0.00,4.45,20.88,139.44,0.04,0.00,0.29,7.08,0.97
Image3573,1,14.67,1289.41,35.91,0.00,3.38,12.90,132.37,0.03,0.00,0.30,6.71,0.96
Image3574,1,7.43,1015.60,31.87,0.00,4.86,24.80,130.81,0.05,0.00,0.28,6.93,0.98
Image3575,1,8.26,871.18,29.52,0.00,4.40,21.43,132.47,0.04,0.00,0.29,7.17,0.96
Image3576,1,5.93,743.33,27.26,0.00,5.43,31.92,134.76,0.03,0.00,0.26,7.46,0.97
Image3577,1,14.00,1178.19,34.32,0.00,3.44,13.66,168.67,0.04,0.00,0.32,6.88,0.95
Image3578,1,3.99,587.87,24.25,0.00,6.74,47.49,171.94,0.04,0.00,0.28,7.20,0.97
Image3579,1,14.91,1106.91,33.27,0.01,3.16,11.91,117.89,0.06,0.00,0.37,5.06,0.95
Image3580,1,1.67,252.98,15.91,0.00,10.13,106.50,122.84,0.04,0.00,0.28,6.73,0.96
Image3581,1,0.28,26.49,5.15,0.01,18.85,361.37,24.82,0.07,0.01,0.30,3.69,0.93
Image3582,0,5.54,377.37,19.43,0.11,3.80,14.66,196.45,0.29,0.09,0.57,4.55,0.93
Image3583,1,6.29,763.54,27.63,0.01,5.23,29.63,145.70,0.10,0.01,0.36,5.86,0.98
Image3584,1,2.70,404.85,20.12,0.00,8.04,67.17,168.82,0.03,0.00,0.21,8.73,0.95
Image3585,1,4.97,639.62,25.29,0.00,5.74,34.85,99.74,0.03,0.00,0.27,6.48,0.97
Image3586,1,3.01,393.06,19.83,0.00,7.43,59.03,165.13,0.03,0.00,0.20,8.73,0.96
Image3587,1,4.95,369.96,19.23,0.00,4.68,24.69,83.23,0.05,0.00,0.35,5.12,0.94
Image3588,0,14.36,656.32,25.62,0.06,2.23,5.24,72.80,0.21,0.05,0.55,3.12,0.96
Image3589,0,13.64,649.62,25.49,0.07,2.28,5.40,67.82,0.23,0.05,0.57,2.81,0.96
Image3590,0,11.98,598.11,24.46,0.07,2.44,6.13,73.62,0.23,0.05,0.56,3.04,0.96
Image3591,0,8.23,454.28,21.31,0.09,2.94,8.84,102.30,0.26,0.07,0.56,3.52,0.95
Image3592,0,3.52,224.13,14.97,0.16,4.56,21.13,179.93,0.36,0.13,0.60,4.78,0.92
Image3593,0,15.93,691.85,26.30,0.05,2.14,4.89,111.45,0.20,0.04,0.53,4.09,0.94
Image3594,0,15.23,672.40,25.93,0.06,2.17,5.01,105.11,0.21,0.05,0.54,3.80,0.95
Image3595,0,14.45,657.45,25.64,0.07,2.22,5.19,104.61,0.23,0.05,0.56,3.73,0.94
Image3596,0,13.59,638.32,25.26,0.08,2.28,5.44,100.09,0.24,0.06,0.57,3.58,0.95
Image3597,0,7.55,413.88,20.34,0.10,3.08,9.71,122.57,0.28,0.08,0.59,3.90,0.94
Image3598,0,2.70,177.33,13.32,0.11,5.27,28.20,226.19,0.29,0.09,0.59,5.40,0.90
Image3599,0,12.06,514.70,22.69,0.09,2.28,5.49,51.46,0.27,0.07,0.58,2.65,0.97
Image3600,0,9.13,418.26,20.45,0.10,2.64,7.23,82.60,0.27,0.07,0.57,3.18,0.95
Image3601,0,4.54,235.62,15.35,0.15,3.75,14.47,94.25,0.35,0.12,0.61,3.39,0.95
Image3602,1,6.65,930.94,30.51,0.00,5.16,27.79,126.39,0.03,0.00,0.27,6.88,0.97
Image3603,1,12.74,1181.86,34.38,0.01,3.77,16.27,140.35,0.09,0.01,0.37,5.75,0.97
Image3604,1,6.12,750.11,27.39,0.00,5.17,28.63,140.97,0.03,0.00,0.28,7.21,0.96
Image3605,0,16.01,661.50,25.72,0.06,2.05,4.49,76.78,0.21,0.04,0.53,3.31,0.95
Image3606,0,15.06,652.16,25.54,0.06,2.12,4.74,74.68,0.21,0.04,0.54,3.07,0.95
Image3607,0,14.24,638.09,25.26,0.06,2.19,5.03,76.26,0.20,0.04,0.54,3.07,0.95
Image3608,0,12.25,572.35,23.92,0.07,2.35,5.72,79.13,0.22,0.05,0.55,3.02,0.95
Image3609,0,8.63,441.16,21.00,0.07,2.79,7.97,92.96,0.23,0.05,0.54,3.42,0.94
Image3610,0,3.76,225.02,15.00,0.14,4.27,18.43,153.27,0.34,0.11,0.60,4.21,0.93
Image3611,1,10.09,1298.90,36.04,0.01,4.06,17.12,345.30,0.10,0.01,0.33,8.70,0.95
Image3612,1,17.87,1841.82,42.92,0.00,2.98,9.31,272.99,0.05,0.00,0.34,7.44,0.95
Image3613,1,20.25,1950.12,44.16,0.01,2.76,7.97,270.53,0.09,0.01,0.41,6.44,0.95
Image3614,1,17.44,1761.05,41.96,0.00,2.97,9.18,225.94,0.05,0.00,0.38,6.25,0.95
Image3615,1,10.97,1229.60,35.07,0.00,3.62,13.55,121.32,0.05,0.00,0.38,4.97,0.94
Image3616,1,4.27,555.73,23.57,0.01,5.99,37.32,259.40,0.08,0.01,0.36,7.06,0.94
Image3617,1,0.31,45.69,6.76,0.03,22.36,506.30,444.84,0.14,0.02,0.37,8.36,0.91
Image3618,0,4.14,411.82,20.29,0.18,5.31,28.82,458.46,0.39,0.15,0.57,7.92,0.92
Image3619,1,1.64,171.79,13.11,0.00,9.38,96.38,215.74,0.05,0.00,0.27,8.88,0.95
Image3620,0,4.69,361.20,19.01,0.14,4.43,20.17,245.00,0.34,0.11,0.56,5.68,0.93
Image3621,0,7.06,436.86,20.90,0.20,3.36,11.68,64.26,0.41,0.17,0.68,2.50,0.98
Image3622,0,12.77,687.76,26.23,0.11,2.47,6.42,60.95,0.29,0.09,0.59,2.88,0.98
Image3623,0,16.72,869.07,29.48,0.13,2.15,4.97,68.13,0.32,0.10,0.62,2.88,0.98
Image3624,1,2.77,296.01,17.20,0.00,6.59,44.81,76.32,0.04,0.00,0.34,4.93,0.90
Image3625,1,3.89,433.18,20.81,0.00,5.85,35.81,93.40,0.04,0.00,0.34,4.98,0.94
Image3626,1,14.17,818.86,28.62,0.04,2.48,6.41,84.39,0.17,0.03,0.56,3.27,0.96
Image3627,0,5.16,291.58,17.08,0.12,3.69,13.97,118.53,0.31,0.10,0.60,4.05,0.94
Image3628,1,2.53,331.43,18.21,0.00,7.55,58.16,213.28,0.04,0.00,0.24,8.26,0.91
Image3629,1,22.78,1824.70,42.72,0.07,2.33,5.71,215.17,0.23,0.05,0.49,5.91,0.96
Image3630,1,18.05,1611.38,40.14,0.00,2.76,7.88,279.91,0.05,0.00,0.35,7.53,0.91
Image3631,1,9.17,926.19,30.43,0.00,3.75,14.46,178.73,0.04,0.00,0.32,6.66,0.90
Image3632,0,22.29,1713.26,41.39,0.06,2.27,5.36,303.96,0.22,0.05,0.51,5.76,0.94
Image3633,0,4.38,327.00,18.08,0.19,4.50,20.71,247.89,0.39,0.15,0.62,5.45,0.93
Image3634,1,7.81,443.25,21.05,0.01,3.44,13.15,112.80,0.08,0.01,0.40,5.10,0.93
Image3635,0,9.62,424.40,20.60,0.07,2.66,7.44,74.89,0.22,0.05,0.52,3.81,0.95
Image3636,0,7.32,343.00,18.52,0.06,3.03,9.58,88.93,0.22,0.05,0.50,4.24,0.94
Image3637,0,6.61,245.49,15.67,0.13,2.86,8.61,28.39,0.33,0.11,0.61,2.33,0.98
Image3638,0,8.04,274.82,16.58,0.09,2.56,6.92,30.89,0.26,0.07,0.57,2.59,0.97
Image3639,1,4.09,338.19,18.39,0.00,5.50,33.58,95.66,0.03,0.00,0.32,5.87,0.96
Image3640,1,4.11,416.94,20.42,0.00,5.93,39.00,155.48,0.03,0.00,0.31,7.39,0.95
Image3641,1,3.55,339.04,18.41,0.00,5.98,38.72,112.36,0.04,0.00,0.31,6.30,0.95
Image3642,1,2.62,244.73,15.64,0.00,6.86,51.34,85.88,0.04,0.00,0.30,6.06,0.95
Image3643,0,4.03,148.47,12.18,0.08,3.54,13.15,47.69,0.25,0.06,0.56,3.00,0.94
Image3644,1,3.46,556.46,23.59,0.01,7.53,58.93,315.66,0.07,0.01,0.27,10.43,0.97
Image3645,1,7.87,418.77,20.46,0.01,3.71,15.95,78.71,0.06,0.00,0.40,4.67,0.96
Image3646,1,1.89,236.69,15.38,0.01,8.49,73.34,81.38,0.06,0.00,0.35,5.08,0.97
Image3647,1,6.90,486.04,22.05,0.01,4.46,22.72,124.27,0.09,0.01,0.45,4.92,0.96
Image3648,1,3.50,370.62,19.25,0.06,6.09,38.73,198.06,0.20,0.04,0.42,5.55,0.96
Image3649,1,2.25,231.56,15.22,0.04,7.41,57.61,188.52,0.16,0.03,0.36,6.87,0.96
Image3650,0,1.64,87.71,9.37,0.19,6.04,37.09,123.27,0.39,0.15,0.63,4.06,0.92
Image3651,0,12.00,1329.58,36.46,0.22,3.40,11.88,214.49,0.43,0.18,0.64,4.35,0.98
Image3652,0,17.91,1698.26,41.21,0.14,2.77,8.13,171.37,0.34,0.11,0.54,5.10,0.98
Image3653,0,28.27,2174.84,46.64,0.09,2.07,4.64,180.52,0.27,0.07,0.51,5.23,0.97
Image3654,1,2.19,369.27,19.22,0.00,9.12,84.95,62.39,0.04,0.00,0.23,5.57,0.96
Image3655,1,5.39,1057.98,32.53,0.00,6.37,41.40,73.46,0.04,0.00,0.26,5.50,0.97
Image3656,1,9.21,1623.59,40.29,0.00,4.84,24.29,100.30,0.03,0.00,0.30,5.87,0.98
Image3657,1,11.17,1980.10,44.50,0.00,4.44,20.36,106.37,0.04,0.00,0.30,6.19,0.98
Image3658,1,10.72,1891.53,43.49,0.00,4.48,20.71,136.54,0.05,0.00,0.32,6.50,0.98
Image3659,1,9.32,1587.62,39.84,0.01,4.68,22.63,194.16,0.06,0.00,0.30,7.42,0.97
Image3660,1,5.36,908.44,30.14,0.00,6.01,37.07,167.35,0.04,0.00,0.29,7.81,0.96
Image3661,1,2.83,382.51,19.56,0.05,7.59,61.27,535.80,0.19,0.03,0.38,10.89,0.93
